subject,subject_full,comment,predicate,predicate_full,commentpred,object,object_full,commentobj,reference_version,target_version
epo:Lot,http://data.europa.eu/a4g/ontology#Lot,,epo:foreseesContractSpecificTerm,http://data.europa.eu/a4g/ontology#foreseesContractSpecificTerm,,epo:ContractSpecificTerm,http://data.europa.eu/a4g/ontology#ContractSpecificTerm,,3.0.0 beta,3.0.0
epo:PlannedProcurementPart,http://data.europa.eu/a4g/ontology#PlannedProcurementPart,,epo:foreseesTechnique,http://data.europa.eu/a4g/ontology#foreseesTechnique,,epo:TechniqueUsage,http://data.europa.eu/a4g/ontology#TechniqueUsage,,3.0.0 beta,3.0.0
epo:Procedure,http://data.europa.eu/a4g/ontology#Procedure,,epo:usesTechnique,http://data.europa.eu/a4g/ontology#usesTechnique,,epo:TechniqueUsage,http://data.europa.eu/a4g/ontology#TechniqueUsage,,3.0.0 beta,3.0.0
epo:Procedure,http://data.europa.eu/a4g/ontology#Procedure,,epo:isResponsabilityOfBuyer,http://data.europa.eu/a4g/ontology#isResponsabilityOfBuyer,,epo:Buyer,http://data.europa.eu/a4g/ontology#Buyer,,3.0.0 beta,3.0.0
cpv:Person,http://data.europa.eu/m8g/Person,,legal:registeredAddress,,,locn:Address,http://www.w3.org/ns/locn#Address,,3.0.0 beta,3.0.0
org:Organization,http://www.w3.org/ns/org#Organization,,epo:hasMainActivityType,http://data.europa.eu/a4g/ontology#hasMainActivityType,,at-voc:main-activity,http://publications.europa.eu/resource/authority/main-activity,,3.0.0 beta,3.0.0
org:Organization,http://www.w3.org/ns/org#Organization,,legal:registeredAddress,,,locn:Address,http://www.w3.org/ns/locn#Address,,3.0.0 beta,3.0.0
org:Organization,http://www.w3.org/ns/org#Organization,,cv:address,http://data.europa.eu/m8g/address,,locn:Address,http://www.w3.org/ns/locn#Address,,3.0.0 beta,3.0.0
org:Organization,http://www.w3.org/ns/org#Organization,,epo:hasBuyerType,http://data.europa.eu/a4g/ontology#hasBuyerType,,at-voc:buyer-legal-type,http://publications.europa.eu/resource/authority/buyer-legal-type,,3.0.0 beta,3.0.0
org:Organization,http://www.w3.org/ns/org#Organization,,epo:hasLegalType,http://data.europa.eu/a4g/ontology#hasLegalType,,at-voc:buyer-legal-type,http://publications.europa.eu/resource/authority/buyer-legal-type,,3.0.0 beta,3.0.0
cpov:ContactPoint,,,cv:address,http://data.europa.eu/m8g/address,,locn:Address,http://www.w3.org/ns/locn#Address,,3.0.0 beta,3.0.0
locn:Address,http://www.w3.org/ns/locn#Address,,epo:hasNutsCode,http://data.europa.eu/a4g/ontology#hasNutsCode,,at-voc:nuts,http://publications.europa.eu/resource/authority/nuts,,3.0.0 beta,3.0.0
locn:Address,http://www.w3.org/ns/locn#Address,,epo:hasCountryCode,http://data.europa.eu/a4g/ontology#hasCountryCode,,at-voc:country,http://publications.europa.eu/resource/authority/country,,3.0.0 beta,3.0.0
cccev:Constraint,http://creativecommons.org/ns#Constraint,,cccev:constrains,http://creativecommons.org/ns#constrains,,cccev:InformationConcept,http://creativecommons.org/ns#InformationConcept,,3.0.0 beta,3.0.0
cccev:Evidence,http://creativecommons.org/ns#Evidence,,cccev:supportsRequirement,http://creativecommons.org/ns#supportsRequirement,,cccev:Requirement,http://creativecommons.org/ns#Requirement,,3.0.0 beta,3.0.0
cccev:Evidence,http://creativecommons.org/ns#Evidence,,cccev:supportsConcept,http://creativecommons.org/ns#supportsConcept,,cccev:InformationConcept,http://creativecommons.org/ns#InformationConcept,,3.0.0 beta,3.0.0
cccev:Evidence,http://creativecommons.org/ns#Evidence,,cccev:confidentialityLevelType,http://creativecommons.org/ns#confidentialityLevelType,,at-voc:confidentiality-level,http://publications.europa.eu/resource/authority/confidentiality-level,,3.0.0 beta,3.0.0
cccev:InformationConcept,http://creativecommons.org/ns#InformationConcept,,epo:hasID,http://data.europa.eu/a4g/ontology#hasID,,epo:Identifier,http://data.europa.eu/a4g/ontology#Identifier,,3.0.0 beta,3.0.0
epo:TechniqueUsage,http://data.europa.eu/a4g/ontology#TechniqueUsage,renamed from epo:Technique,epo:hasUsage,http://data.europa.eu/a4g/ontology#hasUsage,,at-voc:usage,http://publications.europa.eu/resource/authority/usage,,3.0.0 beta,3.0.0
epo:NoticeAwardInformation,http://data.europa.eu/a4g/ontology#NoticeAwardInformation,,epo:hasMaximumFrameworkAgreementAwardedValue,http://data.europa.eu/a4g/ontology#hasMaximumFrameworkAgreementAwardedValue,,epo:MonetaryValue,http://data.europa.eu/a4g/ontology#MonetaryValue,,3.0.0 beta,3.0.0
epo:NoticeAwardInformation,http://data.europa.eu/a4g/ontology#NoticeAwardInformation,,epo:hasProcurementHighestReceivedTenderValue,http://data.europa.eu/a4g/ontology#hasProcurementHighestReceivedTenderValue,,epo:MonetaryValue,http://data.europa.eu/a4g/ontology#MonetaryValue,,3.0.0 beta,3.0.0
