subject,subject_full,comment,predicate,predicate_full,commentpred,object,object_full,commentobj,reference_version,target_version
http://data.europa.eu/a4g/ontology#LotAwardOutcome,epo:LotAwardOutcome,,epo:hasAwardedEstimatedValue,http://data.europa.eu/a4g/ontology#hasAwardedEstimatedValue,,epo:MonetaryValue,http://data.europa.eu/a4g/ontology#MonetaryValue,,3.1.0,4.0.0-rc.1
http://data.europa.eu/a4g/ontology#LotAwardOutcome,epo:LotAwardOutcome,,epo:hasFrameworkAgreementEstimatedValue,http://data.europa.eu/a4g/ontology#hasFrameworkAgreementEstimatedValue,,epo:MonetaryValue,http://data.europa.eu/a4g/ontology#MonetaryValue,,3.1.0,4.0.0-rc.1
http://data.europa.eu/a4g/ontology#NoticeAwardInformation,epo:NoticeAwardInformation,,epo:describesResultNotice,http://data.europa.eu/a4g/ontology#describesResultNotice,,epo-not:DirectAwardPrenotificationNotice,http://data.europa.eu/a4g/ontology#DirectAwardPrenotificationNotice,,3.1.0,4.0.0-rc.1
http://data.europa.eu/a4g/ontology#Certificate,epo:Certificate,,epo:hasValidityPeriod,http://data.europa.eu/a4g/ontology#hasValidityPeriod,,epo:Period,http://data.europa.eu/a4g/ontology#Period,,3.1.0,4.0.0-rc.1
http://data.europa.eu/a4g/ontology#Notice,epo:Notice,,epo:conformsToSpecificLegalBasis,http://data.europa.eu/a4g/ontology#conformsToSpecificLegalBasis,,at-voc:legal-basis,http://publications.europa.eu/resource/authority/legal-basis,,3.1.0,4.0.0-rc.1
http://data.europa.eu/a4g/ontology#JuryMember,epo:JuryMember,,epo:playedBy,http://data.europa.eu/a4g/ontology#playedBy,,foaf:Person,http://xmlns.com/foaf/0.1/Person,,3.1.0,4.0.0-rc.1
http://data.europa.eu/a4g/ontology#FrameworkAgreementTerm,epo:FrameworkAgreementTerm,,epo:hasLaunchGroupFrameworkAgreementMaximumValue,http://data.europa.eu/a4g/ontology#hasLaunchGroupFrameworkAgreementMaximumValue,,epo:MonetaryValue,http://data.europa.eu/a4g/ontology#MonetaryValue,,3.1.0,4.0.0-rc.1
http://data.europa.eu/a4g/ontology#FrameworkAgreementTerm,epo:FrameworkAgreementTerm,,epo:hasLaunchFrameworkAgreementMaximumValue,http://data.europa.eu/a4g/ontology#hasLaunchFrameworkAgreementMaximumValue,,epo:MonetaryValue,http://data.europa.eu/a4g/ontology#MonetaryValue,,3.1.0,4.0.0-rc.1
http://data.europa.eu/a4g/ontology#TaxInformation,epo-ord:TaxInformation,,epo-cat:hasVATCategory,http://data.europa.eu/a4g/ontology#hasVATCategory,,at-voc-new:vat-category,http://publications.europa.eu/resource/authority/new/vat-category,,3.1.0,4.0.0-rc.1
http://data.europa.eu/a4g/ontology#ContractAmendment,epo-con:ContractAmendment,,epo:hasRestatedContractValue,http://data.europa.eu/a4g/ontology#hasRestatedContractValue,,epo:MonetaryValue,http://data.europa.eu/a4g/ontology#MonetaryValue,,3.1.0,4.0.0-rc.1
http://creativecommons.org/ns#InformationConcept,cccev:InformationConcept,,epo:hasID,http://data.europa.eu/a4g/ontology#hasID,,epo:Identifier,http://data.europa.eu/a4g/ontology#Identifier,,3.1.0,4.0.0-rc.1
http://data.europa.eu/a4g/ontology#AwardDecision,epo:AwardDecision,,epo:comprisesLotAwardOutcome,http://data.europa.eu/a4g/ontology#comprisesLotAwardOutcome,,epo:LotAwardOutcome,http://data.europa.eu/a4g/ontology#LotAwardOutcome,,3.1.0,4.0.0-rc.1
http://data.europa.eu/a4g/ontology#Awarder,epo:Awarder,,epo:dependsOnBuyer,http://data.europa.eu/a4g/ontology#dependsOnBuyer,,epo:Buyer,http://data.europa.eu/a4g/ontology#Buyer,,3.1.0,4.0.0-rc.1
http://data.europa.eu/a4g/ontology#BudgetProvider,epo:BudgetProvider,,epo:dependsOnBuyer,http://data.europa.eu/a4g/ontology#dependsOnBuyer,,epo:Buyer,http://data.europa.eu/a4g/ontology#Buyer,,3.1.0,4.0.0-rc.1
http://data.europa.eu/a4g/ontology#BudgetProvider,epo:BudgetProvider,,epo:dependsOnServiceProvider,http://data.europa.eu/a4g/ontology#dependsOnServiceProvider,,epo:ProcurementServiceProvider,http://data.europa.eu/a4g/ontology#ProcurementServiceProvider,,3.1.0,4.0.0-rc.1
http://data.europa.eu/a4g/ontology#ContractLotCompletionInformation,epo:ContractLotCompletionInformation,,epo:hasPaymentValue,http://data.europa.eu/a4g/ontology#hasPaymentValue,,epo:MonetaryValue,http://data.europa.eu/a4g/ontology#MonetaryValue,,3.1.0,4.0.0-rc.1
http://data.europa.eu/a4g/ontology#ContractLotCompletionInformation,epo:ContractLotCompletionInformation,,epo:hasPenaltyValue,http://data.europa.eu/a4g/ontology#hasPenaltyValue,,epo:MonetaryValue,http://data.europa.eu/a4g/ontology#MonetaryValue,,3.1.0,4.0.0-rc.1
